Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_123188,EID_73188,Rural,Mid,South,Zone 2,0,0,2,5033,Rented,52,0,1,1,236,36.0,,15,0,C,6,32,19147
WH_104134,EID_54134,Rural,Mid,North,Zone 4,4,0,2,4762,Rented,20,0,0,0,205,24.0,2005.0,25,1,A+,6,26,32067
WH_117033,EID_67033,Rural,Mid,North,Zone 3,6,0,5,5416,Rented,34,0,0,1,240,28.0,,16,0,C,5,27,20097
WH_109275,EID_59275,Urban,Large,North,Zone 6,0,0,4,4113,Company Owned,70,0,0,1,84,36.0,,6,0,B,2,29,7060
WH_100861,EID_50861,Rural,Large,North,Zone 6,3,0,2,4276,Rented,36,0,0,1,74,34.0,2017.0,5,0,B,1,28,6149
WH_113404,EID_63404,Rural,Mid,West,Zone 4,1,1,4,4473,Company Owned,61,1,0,1,55,24.0,,12,0,A,3,26,16128
WH_116575,EID_66575,Rural,Small,North,Zone 6,4,0,4,4982,Rented,27,0,0,1,184,26.0,2015.0,13,1,A+,5,13,18059
WH_101942,EID_51942,Rural,Large,North,Zone 6,2,0,2,6017,Company Owned,57,1,1,1,94,45.0,,19,0,B+,5,23,21088
WH_110295,EID_60295,Rural,Large,South,Zone 5,3,3,2,4875,Rented,47,0,0,0,193,20.0,2008.0,19,0,B,5,10,22117
WH_104331,EID_54331,Rural,Small,West,Zone 1,8,0,6,4177,Rented,52,0,0,0,172,21.0,,12,1,B+,5,31,14117
WH_114119,EID_64119,Rural,Large,North,Zone 6,2,0,4,4988,Company Owned,28,0,0,1,269,22.0,,27,0,B,5,28,31144
WH_103970,EID_53970,Rural,Mid,West,Zone 4,7,0,7,4470,Company Owned,64,0,0,1,202,37.0,2004.0,29,0,B+,5,11,34127
WH_121686,EID_71686,Rural,Mid,North,Zone 4,3,0,2,5665,Company Owned,38,0,0,0,248,28.0,2007.0,17,0,B,3,26,20116
WH_122384,EID_72384,Rural,Mid,West,Zone 4,3,3,3,5132,Company Owned,36,0,0,0,152,41.0,,8,0,C,5,11,11123
WH_112851,EID_62851,Rural,Mid,West,Zone 4,4,0,4,5185,Rented,43,0,0,1,203,27.0,2002.0,24,0,C,6,11,30109
WH_113193,EID_63193,Rural,Small,North,Zone 1,1,1,3,4639,Company Owned,28,0,0,0,112,27.0,,14,0,A+,6,21,18065
WH_102775,EID_52775,Rural,Large,North,Zone 6,0,0,4,8093,Rented,29,0,0,1,76,39.0,,14,0,B+,2,28,17110
WH_104145,EID_54145,Rural,Mid,West,Zone 3,8,0,3,4455,Company Owned,56,0,0,1,259,26.0,2005.0,25,1,A+,3,19,32078
WH_122777,EID_72777,Rural,Large,West,Zone 6,8,0,4,4468,Rented,66,0,0,0,82,26.0,1998.0,31,0,A,6,23,40055
WH_119001,EID_69001,Rural,Mid,West,Zone 4,8,0,4,4434,Rented,69,0,0,1,193,41.0,2023.0,0,0,,0,26,11061
WH_102411,EID_52411,Rural,Large,West,Zone 6,5,1,2,5459,Company Owned,25,0,0,1,252,33.0,1999.0,22,0,B,6,23,27102
WH_117478,EID_67478,Urban,Mid,West,Zone 4,3,0,2,5796,Company Owned,27,0,0,1,127,25.0,,20,0,B,2,11,24123
WH_115457,EID_65457,Rural,Mid,North,Zone 2,2,0,3,3998,Company Owned,17,1,1,1,175,28.0,,25,0,A,5,18,31147
WH_101546,EID_51546,Rural,Large,South,Zone 5,6,0,2,3742,Company Owned,45,1,0,1,212,29.0,2020.0,6,1,C,1,14,8129
WH_106953,EID_56953,Rural,Large,South,Zone 6,8,2,2,5253,Rented,57,0,0,1,190,32.0,,25,1,B+,6,23,31109
WH_103135,EID_53135,Rural,Large,West,Zone 6,4,0,3,7135,Rented,38,0,0,0,224,19.0,2011.0,19,0,C,3,23,26147
WH_113232,EID_63232,Rural,Small,North,Zone 6,6,0,3,6243,Company Owned,39,0,0,0,83,21.0,,11,0,C,4,13,14080
WH_115627,EID_65627,Rural,Mid,West,Zone 4,3,0,2,3760,Rented,33,0,0,0,137,20.0,2001.0,28,0,C,6,11,38139
WH_124023,EID_74023,Rural,Small,North,Zone 6,4,2,1,7053,Rented,39,0,0,0,225,20.0,,11,0,B+,3,15,13119
WH_114715,EID_64715,Rural,Mid,South,Zone 2,5,0,4,4276,Company Owned,48,0,0,0,92,38.0,2017.0,12,0,B+,4,12,14091
WH_103805,EID_53805,Rural,Large,West,Zone 5,7,0,3,4865,Rented,69,0,0,1,179,26.0,1996.0,24,0,B,4,24,28083
WH_123371,EID_73371,Rural,Mid,West,Zone 3,8,2,3,5731,Rented,69,0,0,1,210,32.0,,20,0,A,6,19,25079
WH_120372,EID_70372,Rural,Mid,East,Zone 3,1,0,5,6094,Company Owned,35,0,0,1,114,49.0,,16,0,C,5,27,22146
WH_115160,EID_65160,Rural,Large,North,Zone 6,7,0,3,4174,Company Owned,30,1,1,1,190,35.0,2001.0,33,0,A,5,6,44086
WH_106774,EID_56774,Rural,Large,South,Zone 5,5,0,2,4264,Company Owned,44,1,1,1,264,34.0,2011.0,22,0,C,2,25,29104
WH_119678,EID_69678,Rural,Small,South,Zone 1,6,3,3,5400,Company Owned,15,0,0,1,132,25.0,,7,0,C,3,21,9115
WH_114062,EID_64062,Rural,Large,North,Zone 6,8,1,2,2463,Company Owned,23,0,0,1,222,32.0,2019.0,9,0,B,6,28,11133
WH_116848,EID_66848,Rural,Mid,West,Zone 4,8,0,3,6726,Company Owned,48,0,0,0,266,34.0,2006.0,34,1,B+,4,26,41090
WH_117641,EID_67641,Rural,Small,North,Zone 1,5,1,4,4561,Rented,24,0,0,0,184,38.0,2018.0,9,1,B,3,21,10139
WH_110020,EID_60020,Rural,Large,West,Zone 5,8,0,3,4915,Rented,49,0,0,0,179,20.0,,13,0,B+,4,5,15086
WH_118643,EID_68643,Rural,Small,North,Zone 1,4,0,2,7807,Company Owned,40,0,0,1,226,50.0,1999.0,23,1,C,4,30,32148
WH_103327,EID_53327,Rural,Large,North,Zone 5,1,0,4,3995,Rented,51,0,0,0,195,26.0,,20,0,C,3,24,26125
WH_107382,EID_57382,Rural,Small,North,Zone 6,3,0,2,5047,Rented,65,0,0,1,196,37.0,2009.0,22,0,B,4,13,27147
WH_101262,EID_51262,Rural,Small,South,Zone 6,6,0,4,4523,Rented,56,0,0,1,230,28.0,2017.0,11,1,A+,1,9,15109
WH_117359,EID_67359,Rural,Small,West,Zone 6,3,3,4,4746,Company Owned,47,0,0,1,73,27.0,,4,0,B+,3,2,5124
WH_121208,EID_71208,Rural,Large,North,Zone 6,2,0,3,5430,Company Owned,31,0,0,1,247,29.0,,29,0,A,2,28,38138
WH_113117,EID_63117,Rural,Mid,North,Zone 3,3,0,3,3917,Rented,51,0,0,0,211,19.0,2000.0,17,0,B,4,19,20116
WH_113455,EID_63455,Rural,Small,South,Zone 6,0,2,2,3682,Rented,52,0,0,1,159,25.0,,7,0,B+,1,9,8136
WH_106582,EID_56582,Rural,Large,North,Zone 6,2,1,3,7823,Rented,23,0,0,1,112,31.0,,13,1,C,3,23,17112
WH_118771,EID_68771,Rural,Large,North,Zone 6,5,0,3,4455,Rented,36,0,0,1,66,67.0,2008.0,21,0,A,3,23,28133
WH_105021,EID_55021,Rural,Small,West,Zone 6,4,0,5,4663,Company Owned,37,0,0,1,170,30.0,2014.0,11,1,A+,5,15,15106
WH_112583,EID_62583,Rural,Mid,West,Zone 4,3,0,4,4656,Company Owned,18,0,0,1,131,24.0,1998.0,38,1,B+,5,26,50100
WH_114995,EID_64995,Rural,Small,North,Zone 1,0,4,3,5624,Rented,27,0,0,1,89,43.0,,6,0,A,4,31,8136
WH_111413,EID_61413,Rural,Large,North,Zone 6,4,4,2,6327,Company Owned,68,0,0,1,94,18.0,2010.0,18,0,B+,2,23,20100
WH_109802,EID_59802,Rural,Small,West,Zone 6,6,0,4,6022,Company Owned,36,0,0,1,143,35.0,2002.0,26,1,B,6,2,31124
WH_119173,EID_69173,Rural,Mid,West,Zone 2,7,2,3,4333,Company Owned,55,0,0,0,137,,2000.0,25,1,B,2,12,30121
WH_118241,EID_68241,Rural,Large,West,Zone 6,4,0,2,4208,Company Owned,31,1,0,1,196,,2000.0,22,0,B+,5,6,26089
WH_119404,EID_69404,Rural,Large,South,Zone 6,6,0,2,5681,Rented,25,0,0,0,55,31.0,2002.0,36,1,B+,6,23,46089
WH_104108,EID_54108,Rural,Small,North,Zone 1,1,1,2,5278,Company Owned,25,0,0,1,218,23.0,,20,0,B+,3,31,24064
WH_105213,EID_55213,Rural,Large,North,Zone 6,1,3,3,4881,Rented,44,0,0,1,197,27.0,,26,0,A,2,28,32104
WH_103255,EID_53255,Rural,Large,South,Zone 5,4,0,2,4625,Rented,24,0,0,1,269,37.0,1998.0,22,1,B,6,25,29085
WH_107323,EID_57323,Rural,Mid,South,Zone 2,3,0,2,6597,Company Owned,21,0,0,0,55,27.0,2005.0,25,0,C,2,22,31092
WH_102690,EID_52690,Rural,Large,North,Zone 5,5,1,5,3855,Rented,16,0,0,0,153,20.0,2008.0,23,0,B+,4,17,27147
WH_114501,EID_64501,Rural,Mid,South,Zone 2,4,0,2,4775,Company Owned,46,0,0,1,234,29.0,,6,1,B,2,32,7065
WH_104627,EID_54627,Rural,Large,North,Zone 5,3,2,3,4451,Rented,33,0,0,1,253,32.0,2015.0,12,0,C,4,17,16126
WH_121637,EID_71637,Rural,Small,North,Zone 1,6,3,1,5519,Company Owned,38,0,1,1,77,30.0,,4,0,B,2,3,4127
WH_101319,EID_51319,Urban,Large,North,Zone 6,4,1,3,4667,Company Owned,30,0,0,1,259,27.0,2011.0,19,0,B,3,23,22075
WH_116590,EID_66590,Rural,Mid,South,Zone 2,6,3,2,5281,Rented,20,1,0,1,127,32.0,2019.0,4,0,A,2,12,5135
WH_105162,EID_55162,Urban,Small,North,Zone 1,8,1,2,3938,Rented,27,0,0,0,150,29.0,2007.0,24,1,A,4,3,31149
WH_107226,EID_57226,Rural,Large,North,Zone 5,8,0,3,4785,Rented,56,0,0,0,137,24.0,2015.0,18,0,B,4,25,22124
WH_120832,EID_70832,Rural,Mid,South,Zone 3,0,0,2,4366,Rented,31,0,0,1,122,25.0,,5,0,A,3,27,7057
WH_112192,EID_62192,Rural,Small,South,Zone 1,5,2,2,5365,Company Owned,15,0,0,1,81,25.0,,13,1,A+,4,21,17074
WH_117519,EID_67519,Rural,Large,North,Zone 6,8,1,3,4471,Rented,17,0,0,0,137,23.0,1998.0,17,0,B+,3,23,20109
WH_104529,EID_54529,Rural,Large,South,Zone 5,4,3,2,5107,Company Owned,30,1,0,1,188,36.0,,23,1,A+,5,14,30139
WH_111667,EID_61667,Rural,Mid,South,Zone 3,7,2,3,5872,Company Owned,26,0,0,1,210,21.0,,5,1,A+,5,27,7069
WH_119889,EID_69889,Rural,Mid,North,Zone 2,5,4,2,4212,Rented,58,0,0,1,210,37.0,2013.0,18,1,B,4,12,21139
WH_112380,EID_62380,Rural,Large,West,Zone 6,5,2,2,5494,Company Owned,22,0,0,1,72,26.0,,18,0,B+,6,6,20090
WH_109941,EID_59941,Rural,Mid,South,Zone 4,0,1,2,4083,Company Owned,38,0,0,0,242,32.0,,14,0,B,6,26,16125
WH_120409,EID_70409,Rural,Mid,West,Zone 2,4,0,2,5221,Rented,23,0,0,0,100,48.0,2023.0,0,0,,0,12,6086
WH_118062,EID_68062,Rural,Small,West,Zone 1,0,0,3,4629,Rented,38,0,0,1,198,28.0,,16,0,C,5,30,22128
WH_106336,EID_56336,Rural,Small,South,Zone 1,8,0,3,4264,Rented,64,0,0,0,120,19.0,2002.0,37,1,A+,2,16,49113
WH_106982,EID_56982,Rural,Mid,North,Zone 4,5,1,2,5498,Rented,17,0,0,1,182,27.0,2005.0,25,1,B+,5,26,31110
WH_110066,EID_60066,Rural,Large,North,Zone 6,4,2,3,5685,Company Owned,43,0,0,1,247,30.0,,14,0,B,3,29,16103
WH_100917,EID_50917,Rural,Large,West,Zone 5,6,0,4,4434,Rented,22,0,0,0,146,15.0,2001.0,24,0,B+,4,10,28099
WH_118889,EID_68889,Rural,Small,North,Zone 1,0,0,2,4912,Company Owned,44,1,0,1,214,32.0,,24,0,B,4,31,28135
WH_113288,EID_63288,Rural,Large,North,Zone 5,1,1,4,4248,Company Owned,39,0,0,1,58,,,21,0,B,3,25,24085
WH_119288,EID_69288,Rural,Large,South,Zone 5,8,2,4,3906,Rented,66,0,0,0,69,22.0,,11,0,C,4,25,13079
WH_100570,EID_50570,Rural,Mid,West,Zone 3,8,0,3,4136,Rented,35,0,0,1,112,23.0,2000.0,22,0,B,2,27,27128
WH_117832,EID_67832,Rural,Mid,North,Zone 2,6,0,3,4693,Company Owned,37,0,0,1,226,26.0,2022.0,0,0,,0,12,7122
WH_103414,EID_53414,Rural,Mid,North,Zone 2,6,3,3,4729,Rented,36,0,0,0,212,25.0,2007.0,16,0,B+,6,18,19081
WH_122491,EID_72491,Rural,Mid,South,Zone 2,6,0,2,5083,Rented,43,0,0,1,217,,2020.0,4,0,B,1,22,5144
WH_114806,EID_64806,Rural,Mid,West,Zone 3,5,5,4,4551,Rented,18,0,0,1,232,25.0,,16,0,C,2,19,20110
WH_107031,EID_57031,Rural,Large,West,Zone 5,3,3,3,4230,Company Owned,61,0,0,1,55,26.0,,14,1,A,4,25,18127
WH_106837,EID_56837,Rural,Mid,South,Zone 2,1,3,3,3869,Rented,69,0,0,0,233,25.0,,5,0,A,3,32,6072
WH_113878,EID_63878,Rural,Mid,North,Zone 4,5,0,3,4279,Rented,45,0,0,0,185,19.0,2016.0,9,0,B,5,26,11140
WH_119610,EID_69610,Rural,Small,West,Zone 6,5,4,4,5023,Rented,31,0,0,0,115,21.0,2000.0,24,1,C,4,15,31086
WH_119345,EID_69345,Rural,Mid,North,Zone 4,7,1,3,5937,Rented,24,0,0,0,181,25.0,2010.0,14,1,B+,5,26,17090
WH_114026,EID_64026,Rural,Large,West,Zone 6,4,1,6,4424,Rented,52,0,0,1,86,25.0,2017.0,5,1,B,4,29,7090
WH_114232,EID_64232,Rural,Mid,South,Zone 2,7,3,4,3997,Rented,59,0,0,1,99,30.0,,4,1,C,2,12,6092
WH_119923,EID_69923,Rural,Large,North,Zone 5,6,0,2,5005,Company Owned,66,0,0,0,104,22.0,2018.0,6,1,A,5,24,8108
WH_102217,EID_52217,Rural,Mid,West,Zone 4,8,0,4,6226,Rented,46,0,0,1,127,32.0,2002.0,25,1,B+,4,26,32115
WH_123693,EID_73693,Rural,Mid,South,Zone 2,7,0,2,4164,Rented,33,0,0,1,159,22.0,2002.0,24,0,A,2,32,32119
WH_120864,EID_70864,Rural,Mid,North,Zone 4,0,0,4,3442,Company Owned,28,0,1,1,106,29.0,,12,0,C,1,26,16133
WH_102827,EID_52827,Rural,Mid,North,Zone 4,8,0,2,4384,Rented,54,0,1,1,56,24.0,2007.0,19,1,A+,2,26,24060
WH_122748,EID_72748,Rural,Large,South,Zone 5,5,0,2,5976,Company Owned,40,0,0,1,270,20.0,2019.0,5,1,C,3,10,7064
WH_104996,EID_54996,Urban,Large,North,Zone 6,4,0,2,5645,Company Owned,20,1,0,1,179,27.0,2008.0,15,1,B,2,28,18138
WH_117722,EID_67722,Rural,Small,South,Zone 1,3,0,2,5482,Company Owned,46,0,0,1,213,25.0,,8,0,B+,1,21,9072
WH_103262,EID_53262,Rural,Mid,South,Zone 2,6,0,2,5166,Company Owned,32,0,0,1,162,30.0,2008.0,21,0,B+,4,1,27078
WH_121290,EID_71290,Rural,Mid,North,Zone 4,7,2,4,5084,Rented,51,0,0,0,251,39.0,,0,0,,0,26,3146
WH_106838,EID_56838,Rural,Large,North,Zone 6,0,0,3,6607,Company Owned,33,0,0,1,157,38.0,,23,0,C,3,29,29099
WH_123249,EID_73249,Urban,Small,West,Zone 1,1,1,4,4663,Company Owned,26,0,0,0,206,27.0,,27,0,A,2,21,34147
WH_105741,EID_55741,Rural,Mid,South,Zone 2,7,0,3,5510,Company Owned,20,0,0,0,239,22.0,2012.0,18,0,B,4,32,22070
WH_100650,EID_50650,Rural,Large,North,Zone 5,6,0,2,4627,Company Owned,51,0,0,0,257,33.0,2002.0,28,1,C,5,14,40090
WH_111094,EID_61094,Rural,Small,West,Zone 6,5,1,7,5418,Company Owned,67,0,0,1,105,33.0,2012.0,21,0,C,6,15,27087
WH_118642,EID_68642,Rural,Mid,East,Zone 4,5,0,2,8663,Rented,23,0,0,0,90,22.0,2018.0,6,0,A,4,26,8082
WH_115407,EID_65407,Rural,Large,South,Zone 6,1,0,2,5183,Company Owned,19,0,0,1,69,32.0,,15,0,B+,4,29,18125
WH_105395,EID_55395,Rural,Small,West,Zone 1,5,0,5,4504,Rented,55,0,0,0,98,18.0,2007.0,22,1,A+,5,30,31102
WH_107082,EID_57082,Rural,Mid,West,Zone 4,5,4,3,3837,Rented,63,0,0,1,236,23.0,2011.0,20,1,B+,1,11,23121
WH_122111,EID_72111,Rural,Large,West,Zone 6,3,1,4,4608,Company Owned,52,0,0,1,244,72.0,,9,0,A,6,23,11123
WH_103521,EID_53521,Rural,Small,South,Zone 1,4,4,2,5758,Rented,67,0,0,0,99,26.0,,25,1,A,4,21,33130
WH_110922,EID_60922,Rural,Mid,West,Zone 4,3,4,3,4155,Rented,37,0,0,1,130,33.0,2002.0,22,1,B+,6,26,27100
WH_121737,EID_71737,Rural,Large,North,Zone 5,4,0,3,4091,Company Owned,49,0,0,1,185,33.0,2013.0,7,0,B+,4,14,8121
WH_104478,EID_54478,Rural,Mid,South,Zone 3,5,3,2,5722,Rented,51,0,0,0,113,18.0,,16,0,B,2,19,19129
WH_105660,EID_55660,Rural,Mid,North,Zone 2,3,0,4,6447,Company Owned,39,1,0,1,238,28.0,1998.0,30,0,A,3,1,39080
WH_109788,EID_59788,Rural,Large,North,Zone 6,4,1,2,5183,Rented,41,1,0,1,85,37.0,2005.0,23,1,C,4,29,30151
WH_100067,EID_50067,Rural,Large,North,Zone 5,1,0,3,6720,Rented,30,0,1,1,90,25.0,,22,0,B+,4,17,27069
WH_110776,EID_60776,Rural,Large,South,Zone 5,1,1,2,4702,Rented,56,0,0,0,153,17.0,,30,0,B,4,25,36057
WH_113519,EID_63519,Urban,Large,West,Zone 6,2,0,2,4104,Company Owned,68,0,1,1,119,22.0,,29,0,B+,3,6,35073
WH_120434,EID_70434,Rural,Mid,South,Zone 2,5,3,3,6005,Rented,65,0,0,1,252,29.0,,0,0,,0,32,3070
WH_117642,EID_67642,Rural,Mid,North,Zone 4,0,0,2,5531,Company Owned,49,0,0,1,191,30.0,,19,0,B+,4,26,22121
WH_103839,EID_53839,Rural,Large,North,Zone 6,5,0,2,5159,Company Owned,40,0,0,1,233,,2019.0,9,0,C,3,23,12129
WH_115715,EID_65715,Rural,Large,West,Zone 5,7,0,3,3331,Company Owned,66,0,0,1,233,46.0,2000.0,27,0,B,3,25,33076
WH_117375,EID_67375,Rural,Large,West,Zone 6,3,0,2,6881,Rented,28,0,0,0,227,27.0,1999.0,35,1,A+,3,23,49080
WH_119888,EID_69888,Rural,Mid,West,Zone 4,4,0,4,5010,Company Owned,44,0,0,1,113,26.0,2002.0,25,1,A+,5,11,32079
WH_108305,EID_58305,Rural,Mid,West,Zone 4,6,1,4,5099,Rented,48,0,0,1,165,28.0,1999.0,22,0,B,2,26,27149
WH_100919,EID_50919,Rural,Large,West,Zone 6,7,0,4,4787,Rented,57,1,0,1,195,24.0,2000.0,27,0,C,2,29,37112
WH_110701,EID_60701,Rural,Large,West,Zone 5,2,0,2,5183,Company Owned,65,1,0,1,147,30.0,,26,0,A,2,14,32074
WH_100165,EID_50165,Rural,Large,North,Zone 6,2,0,2,5017,Company Owned,37,0,0,0,248,20.0,,24,0,B,2,6,28064
WH_122305,EID_72305,Rural,Large,North,Zone 6,7,1,4,4381,Company Owned,36,0,0,1,225,32.0,2013.0,11,1,A+,4,6,15135
WH_120366,EID_70366,Rural,Mid,West,Zone 2,4,0,4,4369,Company Owned,26,1,1,1,194,46.0,2001.0,34,1,A+,3,1,46151
WH_106644,EID_56644,Rural,Large,North,Zone 6,3,0,4,4575,Rented,69,0,0,0,105,30.0,2012.0,23,0,B+,2,28,28058
WH_114334,EID_64334,Rural,Mid,South,Zone 2,0,3,6,5262,Company Owned,69,1,1,1,174,46.0,,18,0,B+,4,32,20057
WH_116285,EID_66285,Rural,Large,West,Zone 5,1,0,3,5736,Company Owned,16,0,0,1,202,22.0,,25,0,A,2,14,32089
WH_114282,EID_64282,Rural,Mid,West,Zone 4,4,0,3,7377,Rented,56,0,0,0,219,27.0,,11,0,C,4,11,13129
WH_104594,EID_54594,Rural,Large,North,Zone 5,8,3,3,4839,Company Owned,53,0,0,1,185,36.0,,11,0,A,6,17,15069
WH_119348,EID_69348,Rural,Small,South,Zone 6,8,0,3,4061,Company Owned,30,0,0,1,95,,1997.0,23,0,B+,4,2,29136
WH_110698,EID_60698,Rural,Large,West,Zone 6,0,0,5,3841,Company Owned,49,0,0,0,167,37.0,,24,0,C,5,23,30095
WH_113299,EID_63299,Rural,Mid,West,Zone 4,5,2,3,4664,Rented,46,0,0,0,155,18.0,,26,0,B,2,26,30065
WH_102850,EID_52850,Urban,Mid,South,Zone 4,6,0,4,3412,Rented,62,0,0,0,234,24.0,2012.0,20,0,C,4,26,26110
WH_119212,EID_69212,Rural,Mid,South,Zone 3,3,1,2,4401,Company Owned,53,0,0,0,59,27.0,,16,0,A,2,19,20103
WH_112638,EID_62638,Rural,Small,North,Zone 1,8,5,4,5370,Company Owned,53,0,0,1,231,27.0,,12,0,C,4,21,15067
WH_124886,EID_74886,Urban,Small,South,Zone 1,3,0,2,5833,Rented,15,0,0,1,103,30.0,2014.0,15,1,B+,2,16,18073
WH_104460,EID_54460,Rural,Mid,West,Zone 3,5,0,5,4322,Rented,38,0,0,0,81,17.0,2000.0,24,1,A+,6,19,34142
WH_121650,EID_71650,Rural,Mid,South,Zone 2,6,0,2,5915,Rented,63,0,0,0,121,17.0,2018.0,10,1,A,1,1,15061
WH_114908,EID_64908,Rural,Large,North,Zone 5,4,0,4,5970,Rented,16,0,0,0,116,21.0,2005.0,23,1,B+,5,5,27065
WH_106623,EID_56623,Rural,Mid,North,Zone 2,0,0,5,4490,Rented,22,0,0,1,103,21.0,,9,0,A+,5,12,11127
WH_109306,EID_59306,Rural,Large,North,Zone 6,0,3,4,4370,Rented,54,0,0,1,129,35.0,,13,0,B,2,29,16119
WH_123025,EID_73025,Rural,Small,South,Zone 6,0,0,2,4868,Company Owned,45,0,0,0,104,32.0,,17,0,A,1,2,24112
WH_108490,EID_58490,Rural,Small,North,Zone 6,4,1,2,5321,Rented,41,1,0,1,88,,2003.0,25,0,B,2,9,30119
WH_109867,EID_59867,Rural,Large,North,Zone 5,6,0,4,4552,Company Owned,64,0,0,1,201,34.0,2005.0,22,0,C,2,25,29069
WH_102735,EID_52735,Rural,Mid,North,Zone 4,6,1,3,4076,Company Owned,20,1,0,1,142,35.0,2007.0,31,0,A,2,26,41074
WH_105669,EID_55669,Rural,Large,South,Zone 5,8,0,2,5466,Rented,22,1,0,1,153,41.0,2000.0,15,1,B+,3,25,18100
WH_112031,EID_62031,Rural,Mid,South,Zone 2,6,0,3,4525,Rented,49,0,0,1,210,40.0,2008.0,19,0,B+,6,32,22137
WH_123737,EID_73737,Rural,Mid,West,Zone 4,8,0,4,8353,Rented,53,0,0,0,160,20.0,2020.0,4,0,B,2,11,4074
WH_102378,EID_52378,Rural,Large,North,Zone 6,3,0,4,5911,Rented,46,0,0,1,216,31.0,2018.0,5,0,C,1,28,6076
WH_115623,EID_65623,Rural,Small,North,Zone 1,7,1,4,3969,Company Owned,51,0,0,0,246,25.0,2020.0,5,0,B+,2,3,6094
WH_104172,EID_54172,Rural,Large,West,Zone 6,8,0,4,4559,Company Owned,43,0,0,1,170,25.0,2002.0,25,1,A+,5,6,32090
WH_112391,EID_62391,Rural,Mid,South,Zone 3,7,0,2,5162,Company Owned,59,0,0,1,217,32.0,2018.0,8,0,B,6,27,10131
WH_112742,EID_62742,Rural,Mid,North,Zone 4,5,0,3,4227,Rented,30,0,0,1,69,36.0,,13,1,A,1,26,17145
WH_116103,EID_66103,Rural,Large,North,Zone 5,8,0,6,3514,Rented,49,0,0,0,113,26.0,2009.0,18,0,C,2,17,22082
WH_120444,EID_70444,Rural,Large,North,Zone 6,5,0,3,4415,Company Owned,62,0,0,0,212,33.0,2009.0,15,0,B+,2,6,18119
WH_114010,EID_64010,Rural,Large,West,Zone 5,3,0,2,4926,Company Owned,65,1,0,1,170,33.0,2021.0,0,0,,0,10,14061
WH_100365,EID_50365,Rural,Large,North,Zone 5,3,2,3,5403,Company Owned,20,0,0,1,163,29.0,,4,1,A+,4,17,5102
WH_102103,EID_52103,Rural,Large,North,Zone 5,5,0,4,4393,Rented,29,0,0,0,157,23.0,2003.0,34,1,C,4,14,48069
WH_120143,EID_70143,Rural,Mid,South,Zone 2,3,0,2,5197,Rented,62,0,0,0,139,40.0,2011.0,19,0,B+,4,32,22145
WH_100689,EID_50689,Rural,Large,North,Zone 6,6,0,3,5203,Rented,37,0,0,0,230,34.0,,14,0,C,5,4,18065
WH_118221,EID_68221,Rural,Mid,North,Zone 3,8,3,2,5836,Rented,23,0,0,1,259,43.0,,7,1,C,4,19,9076
WH_122453,EID_72453,Rural,Mid,West,Zone 3,4,1,2,4466,Company Owned,26,0,0,1,186,34.0,,10,1,B+,5,19,12095
WH_119259,EID_69259,Rural,Mid,North,Zone 4,4,0,3,5041,Rented,63,0,0,0,182,14.0,2022.0,8,0,C,1,26,11088
WH_109732,EID_59732,Rural,Small,West,Zone 1,3,3,3,4857,Rented,35,0,0,1,233,31.0,2008.0,19,1,A+,4,3,25146
WH_105710,EID_55710,Rural,Large,North,Zone 6,3,0,2,7281,Rented,35,0,0,0,180,24.0,2013.0,18,0,B+,2,28,23149
WH_116034,EID_66034,Rural,Large,North,Zone 6,2,4,2,4905,Company Owned,35,0,0,1,128,35.0,,4,0,B,3,29,5134
WH_115228,EID_65228,Rural,Mid,South,Zone 2,3,0,2,4424,Company Owned,31,0,0,1,153,31.0,2003.0,15,1,B+,3,1,17111
WH_101093,EID_51093,Rural,Small,South,Zone 1,0,0,3,7104,Rented,62,0,0,1,63,40.0,,25,0,C,5,3,31069
WH_118965,EID_68965,Rural,Mid,South,Zone 3,7,0,2,7179,Rented,51,0,0,0,268,50.0,2019.0,5,0,B+,6,19,6094
WH_106718,EID_56718,Rural,Large,West,Zone 5,0,3,2,5671,Rented,21,0,0,1,199,28.0,,6,0,A,1,14,8140
WH_124801,EID_74801,Urban,Mid,North,Zone 4,7,1,2,6515,Rented,41,0,0,0,101,18.0,2014.0,12,0,C,3,26,16064
WH_115899,EID_65899,Urban,Large,North,Zone 5,7,0,1,5061,Company Owned,41,0,0,1,202,24.0,2010.0,23,0,C,6,17,31071
WH_116544,EID_66544,Rural,Large,North,Zone 5,0,3,4,3873,Company Owned,64,0,0,1,100,29.0,,19,0,A+,2,5,24110
WH_100203,EID_50203,Rural,Large,North,Zone 6,6,1,2,4485,Company Owned,23,0,0,1,157,29.0,2020.0,5,0,A,2,29,7113
WH_120324,EID_70324,Rural,Small,West,Zone 6,8,1,3,5514,Company Owned,65,0,0,1,146,25.0,,6,0,B+,1,8,7121
